,Visitors Scaled,Area Scaled,cei_pct_area,RONI
998,0.028017465904714337,0.16345795157233095,0.4104,-1.1
366,0.01181714596023817,0.0011343467989348268,0.1804,-0.2
1691,0.01893894156965907,0.0018220599262291145,0.12960000000000002,-0.5
1277,0.00438027001803726,2.220506321511088e-05,0.4376,0.1
2164,0.005124955850638854,5.7229544368842474e-05,0.3452,2.5
283,0.1385082979019207,0.0002288323331588166,0.17579999999999998,1.5
2755,0.022154358145425546,0.004579236300059023,0.1524,-1.5
2293,0.0005971280500266258,0.0002289181774753699,0.5376,-1.2
2759,0.02023066203532457,0.004579236300059023,0.491,0.9
2392,0.03088640301315533,0.004298983221284801,0.247,0.1
661,0.04964112422695512,0.02938220606702132,0.0834,0.3
1651,0.0036038220551151004,0.001123029656535888,0.40659999999999996,0.1
2226,0.016807611876205372,0.00042504382602739303,0.35259999999999997,-1.5
1254,0.014983013612704562,2.220506321511088e-05,0.059000000000000004,-0.2
